ldraw,bricklink,name,category,colors
75902p08,75902pb26,"Minifigure, Shield Circular / Round Convex Face with Dark Orange and Nougat Iris Pattern (Baby Groot Eye)","Minifigure, Shield",0
75902p0b,75902pb15,"Minifigure, Shield Circular / Round Convex Face with Blue and White Alternating Panels Pattern","Minifigure, Shield",0
75902pb0,75902pb22,"Minifigure, Shield Circular / Round Convex Face with Red and White Rings and British Union Jack Flag Pattern","Minifigure, Shield",0
75902pb1,75902pb20,"Minifigure, Shield Circular / Round Convex Face with Red and White Concentric Rings, Star in Dark Blue Circle Pattern (Captain America)","Minifigure, Shield",0
75902pb2,75902pb13,"Minifigure, Shield Circular / Round Convex Face with Red and White Concentric Rings, Star in Blue Circle Pattern (Captain America)","Minifigure, Shield",0
75902ps1,75902pb07,"Minifigure, Shield Circular / Round Convex Face with Dart Board (Dejarik Hologame Board) Pattern","Minifigure, Shield",0
75904,75904,"Minifigure, Utensil Tool Sledgehammer (Mjolnir, Hammer)","Minifigure, Utensil",2
75904pb02,75904pb02,"Minifigure, Utensil Tool Sledgehammer (Mjolnir, Hammer) with 6 Copper Diamonds and Runes (Symbols) Pattern on Both Sides","Minifigure, Utensil, Decorated",0
7591,7591,Rock 3 x 5 Faceted Jewel Half,Rock,0
75924,x127c20pb01,String with End Studs (20L Overall) with (Same Color) Studs Pattern,String & Net,0
75937,75937,"Plate, Modified 2 x 2 with Bar Frame Octagonal, Reinforced, Completely Round Studs","Plate, Modified",9
75972,32021c01,Code Pilot,"Electric, Programmable",0
75973,879,"Electric Sensor, Touch",Electric,2
75974,67c01,Pneumatic Air Tank,Pneumatic,2
75977,30086c01,"Boat, Rubber Raft, Small",Boat,10
75979,30080c01,Panel 4 x 3 x 3 with Trans-Light Blue Porthole,,2
75979b,-75979b,,,0
75979bp01,30080c01,Panel 4 x 3 x 3 with Trans-Light Blue Porthole,Panel,2
75979bp02,30080c02,Panel 4 x 3 x 3 with Trans-Clear Porthole,Panel,1
76019,60c01,"Technic, Gear 24 Tooth Clutch","Technic, Gear",1
76110,32133,"Projectile Arrow, Liftarm Shaft with Solid Lime Rubber End",,0
76110p04,32133ac04,"Projectile Arrow, Liftarm Shaft with Solid Pearl Light Gray Rubber End",Projectile Launcher,0
76110p05,32133ac05,"Projectile Arrow, Liftarm Shaft with Solid Lime Rubber End",Projectile Launcher,0
76116,98313,"Arm Mechanical, Exo-Force / Bionicle, Thick Support","Minifigure, Body Part",17
76138,731c04,"Technic, Shock Absorber 6.5L - Hard Spring",,6
7616,7616,Tire 43 x 22 Tractor,"Wheel, Tire & Tread",1
76244,60c01,"Technic, Gear 24 Tooth Clutch",,2
76250,75c04,"Hose, Rigid 3mm D.  4L / 3.2cm","Hose, Rigid 3mm D.",5
76252,75c22,"Hose, Rigid 3mm D. 22L / 17.6cm","Hose, Rigid 3mm D.",5
76254,75c23,"Hose, Rigid 3mm D. 23L / 18.4cm","Hose, Rigid 3mm D.",3
76260,75c08,"Hose, Rigid 3mm D.  8L / 6.4cm","Hose, Rigid 3mm D.",8
76263,75c03,"Hose, Rigid 3mm D.  3L / 2.4cm","Hose, Rigid 3mm D.",5
76270,75c17,"Hose, Rigid 3mm D. 17L / 13.6cm","Hose, Rigid 3mm D.",3
76276,75c20,"Hose, Rigid 3mm D. 20L / 16.0cm","Hose, Rigid 3mm D.",10
76277,75c24,"Hose, Rigid 3mm D. 24L / 19.2cm","Hose, Rigid 3mm D.",3
76279,75,"Hose, Rigid 3mm D. (Undetermined Length)",,1
76280,75c28,"Hose, Rigid 3mm D. 28L / 22.4cm","Hose, Rigid 3mm D.",2
76281,75c45,"Hose, Rigid 3mm D. 45L / 36.0cm","Hose, Rigid 3mm D.",1
76282,75c30,"Hose, Rigid 3mm D. 30L / 24.0cm","Hose, Rigid 3mm D.",4
76283,75c31,"Hose, Rigid 3mm D. 31L / 24.8cm","Hose, Rigid 3mm D.",2
76289,75c07,"Hose, Rigid 3mm D.  7L / 5.6cm","Hose, Rigid 3mm D.",10
76307,75c05,"Hose, Rigid 3mm D.  5L / 4.0cm","Hose, Rigid 3mm D.",7
76320-f1,32181c04,"Technic, Shock Absorber 10L Damped - Soft Spring (6 to 7 Coils)","Technic, Shock Absorber",0
76324,75c09,"Hose, Rigid 3mm D.  9L / 7.2cm","Hose, Rigid 3mm D.",8
76348,75c10,"Hose, Rigid 3mm D. 10L / 8.0cm","Hose, Rigid 3mm D.",8
76382,-214234,"Torso Tank Top, Dark Turquoise Pendant Necklace, Bright Light Orange Neck and Midriff Pattern / Bright Light Orange Arms / Bright Light Orange Hands",,0
76382d01,973pb0497c01,Torso Tine Logo Pattern (Stickers) / Blue Arms / Yellow Hands,"Minifigure, Torso Assembly, Decor.",0
76382d02,973pb0028c01,Torso Fire Uniform Four Button and Gray Belt Pattern (Sticker) / Black Arms / Yellow Hands,"Minifigure, Torso Assembly, Decor.",0
76382d03,973pb0248c01,Torso Police with Badge and 5 Buttons Pattern (Sticker) / Black Arms / Yellow Hands,"Minifigure, Torso Assembly, Decor.",0
76382d04,973pb0036c01,Torso with Red and Yellow Shell Logo Small Pattern (Trapezoid Sticker) / White Arms / Yellow Hands,"Minifigure, Torso Assembly, Decor.",0
76382d07,973pb0033c01,Torso Hospital Red Cross Pattern (Sticker) / White Arms / Yellow Hands,"Minifigure, Torso Assembly, Decor.",0
76382d08,973pb0241c01,"Torso Suit Jacket Closed with Buttons over White Shirt, Red Tie Pattern (Sticker) / Black Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
76382d09,973pb0256c01,"Torso Town Vest with Pockets, White Shirt Collar Pattern (Sticker) / Black Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
76382d0a,973pb0255c01,"Torso Town Vest with 2 Buttons, White Shirt Collar Pattern (Sticker) / Red Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
76382d0b,973pb0387c01,Torso Police with Badge and 4 Buttons Pattern (Sticker) / Black Arms / Yellow Hands,"Minifigure, Torso Assembly, Decor.",0
76382d0c,973pb0388c01,Torso Town Shirt with 4 Buttons and 2 Pockets Pattern (Sticker) / Red Arms / Yellow Hands,"Minifigure, Torso Assembly, Decor.",0
76382d0d,973pb0737c01,"Torso Suit Jacket Closed over White Shirt, Red Tie Pattern (Sticker) / Black Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
76382d0e,973pb0394c01,Torso Town Shirt with 5 Buttons and 2 Pockets and No Collar Pattern (Sticker) / Blue Arms / Yellow Hands,"Minifigure, Torso Assembly, Decor.",0
76382d0f,973pb0496c01,Torso MD Foods Logo Pattern on Both Sides (Stickers) / White Arms / Yellow Hands,"Minifigure, Torso Assembly, Decor.",0
76382d0g,973pb0364c01,Torso NASA and Flag Pattern (Sticker) / White Arms / Yellow Hands,"Minifigure, Torso Assembly, Decor.",0
76382d13,973p13sc01,Torso Zipper Straight on Jacket with Arla Dairy Logo on Back Pattern (Sticker) / Red Arms / Yellow Hands,"Minifigure, Torso Assembly, Decor.",0
76382p0002,973p46c02,"Torso Castle Forestman Shirt with Laces, Black Belt with Buckle, Brown Pouch, Yellow Neck Pattern / Blue Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
76382p0003,973p40c03,"Torso Castle Silver Breastplate Armor, Black Belt with Yellow Buckle Pattern / Blue Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
76382p0004,973p40c02,"Torso Castle Silver Breastplate Armor, Black Belt with Yellow Buckle Pattern / Red Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
76382p0005,973p41c02,Torso Castle Silver Scale Mail Armor Pattern / Blue Arms / Yellow Hands,"Minifigure, Torso Assembly, Decor.",0
76382p0006,973p41c03,Torso Castle Silver Scale Mail Armor Pattern / Red Arms / Yellow Hands,"Minifigure, Torso Assembly, Decor.",0
76382p0007,973p44c01,Torso Castle Wolfpack Pattern / Brown Arms / Yellow Hands,"Minifigure, Torso Assembly, Decor.",0
76382p0008,973p4dc02,Torso Castle Royal Knights Lion Head on Red/White Shield Pattern / Blue Arms / Yellow Hands,"Minifigure, Torso Assembly, Decor.",0
76382p0009,973p4dc03,Torso Castle Royal Knights Lion Head on Red/White Shield Pattern / Black Arms / Red Hands,"Minifigure, Torso Assembly, Decor.",0
76382p0010,973p6bc01,"Torso Futuron Uniform with Black Panel, Gold Zipper, and Classic Space Logo Pattern / Black Arms / White Hands","Minifigure, Torso Assembly, Decor.",0
76382p0011,973p63c02,Torso Space Robot Pattern (Exploriens) / White Arms / Black Hands,"Minifigure, Torso Assembly, Decor.",0
76382p0012,973p28c02,"Torso Leather Jacket with White Lapel Outlines, Pockets and Zippers over Red Shirt Pattern / Black Arms / White Hands","Minifigure, Torso Assembly, Decor.",0
76382p0013,973p13c02,Torso Zipper Straight on Jacket Pattern / Yellow Arms / Yellow Hands,"Minifigure, Torso Assembly, Decor.",0
76382p0014,973p8ac01,Torso Racing Suit with Red Letter X Extreme Team Logo and Yellow Lines Pattern / Green Arms / Black Hands,"Minifigure, Torso Assembly, Decor.",0
76382p0015,973p8ac04,Torso Racing Suit with Red Letter X Extreme Team Logo and Yellow Lines Pattern / Blue Arms / Black Hands,"Minifigure, Torso Assembly, Decor.",0
76382p0016,973p8ac02,Torso Racing Suit with Red Letter X Extreme Team Logo and Yellow Lines Pattern / Red Arms / Black Hands,"Minifigure, Torso Assembly, Decor.",0
76382p0017,973px117c02,Torso Castle Knights Kingdom Scale Mail with Red Diamond Amulet Pattern / Red Arms / Yellow Hands,"Minifigure, Torso Assembly, Decor.",0
76382p0018,973pn1c02,"Torso Castle Ninja Samurai Robe, Sash and Dagger Pattern (Shogun) / Red Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
76382p0023,973pb0320c02,"Torso Train with Logo, Three Gold Buttons, Red Tie, Pencil & Paper in Pocket Pattern / Dark Blue Arms / Light Nougat Hands","Minifigure, Torso Assembly, Decor.",0
76382p0024,973pb0298c02,"Torso Jacket with Zippers, Black Top, Classic Space Logo, White Undershirt Pattern / Red Arms / Light Nougat Hands","Minifigure, Torso Assembly, Decor.",0
76382p0025,973ps2c02,"Torso SW Jedi Robe, Waist Sash Pattern / Black Arms / Yellow Hand Left / Black Hand Right","Minifigure, Torso Assembly, Decor.",0
76382p0026,973ps2c03,"Torso SW Jedi Robe, Waist Sash Pattern / Black Arms / Light Nougat Hands","Minifigure, Torso Assembly, Decor.",0
76382p0027,973ps2c04,"Torso SW Jedi Robe, Waist Sash Pattern / Black Arms / Light Nougat Hand Left / Black Hand Right","Minifigure, Torso Assembly, Decor.",0
76382p0028,973px70c02,Torso Robe with Dark Red Folds and Creases Pattern / Red Arms / Black Hands,"Minifigure, Torso Assembly, Decor.",0
76382p0029,973px70c03,Torso Robe with Dark Red Folds and Creases Pattern / Dark Red Arms / Dark Red Hands,"Minifigure, Torso Assembly, Decor.",0
76382p0030,973psqc02,Torso SW Imperial Officer 1 (Captain) Pattern / Dark Bluish Gray Arms / Light Nougat Hands,"Minifigure, Torso Assembly, Decor.",0
76382p0031,973pb2066c03,Torso Hoodie Open with Pockets and Dark Bluish Gray Drawstrings over Dark Red Shirt Pattern / Light Bluish Gray Arms / Medium Nougat Hands,"Minifigure, Torso Assembly, Decor.",0
76382p0033,973pb6403c02,"Torso Uniform Vest with Gold and Silver Star Trek Starfleet Insignia, Bright Light Orange Front and Back Panel Pattern / Bright Light Orange Arms with Black Shoulders Pattern / Medium Brown Hands","Minifigure, Torso Assembly, Decor.",0
76382p0034,973pb0438c02,"Torso Silver Scale Mail Armor with Ornate Gold Collar, Dark Orange Shoulder Strap and Belt, Buckle with Crown Pattern / Blue Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
76382p0035,973pb3624c03,"Torso Letterman Jacket with Striped Trim, Pockets, and Silver Buttons over White Shirt Pattern / Yellow Arms / Medium Nougat Hands","Minifigure, Torso Assembly, Decor.",0
76382p0036,973pb3624c02,"Torso Letterman Jacket with Striped Trim, Pockets, and Silver Buttons over White Shirt Pattern / Red Arms / Light Nougat Hands","Minifigure, Torso Assembly, Decor.",0
76382p0037,973pb1696c01,Torso Ghostbusters Jumpsuit with 'P.V.' ID Badge and 'PETER' on Reverse Pattern / Tan Arms / Black Hands,"Minifigure, Torso Assembly, Decor.",0
76382p0038,973pb3548c03,Torso Shirt with Dark Turquoise and Dark Pink Vertical Stripes Pattern / White Arms / Reddish Brown Hands,"Minifigure, Torso Assembly, Decor.",0
76382p0041,973pb2342c03,Torso Knit Argyle Sweater with Dark Brown and Reddish Brown Diamonds and Black Stitching over White Shirt with Collar and Button Pattern / Medium Nougat Arms / Reddish Brown Hands,"Minifigure, Torso Assembly, Decor.",0
76382p0042,973pb3096c02,"Torso Shirt with 2 Pockets with Blue Buttons, Red Bandana, Light Nougat Neckline Pattern / Medium Blue Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
76382p0043,973pb3899c02,"Torso Jacket with Zipper, Dark Purple Shirt with White and Red Abstract Pattern / Dark Turquoise Arms / Light Nougat Hands","Minifigure, Torso Assembly, Decor.",0
76382p0044,973pb3159c02,"Torso Vest with Pockets and Buttons over White Shirt, Tie with Blue Stripes, Back Creases Pattern / White Arms / Light Nougat Hands","Minifigure, Torso Assembly, Decor.",0
76382p0045,973pb0300c02,"Torso Fire Uniform Gold Badge, Silver Reflective Stripes, Dark Bluish Gray Radio Pattern / Black Arms / Dark Bluish Gray Hands","Minifigure, Torso Assembly, Decor.",0
76382p0046,973pb0263c01,Torso Construction Uniform Shirt with Pockets and Silver Zipper and Reflective Stripes over Blue Sweater Pattern / Blue Arms / Dark Bluish Gray Hands,"Minifigure, Torso Assembly, Decor.",0
76382p0047,973pb0274c01,Torso Gravity Games with 3 White & Silver Logos Pattern / Red Arms / Yellow Hands,"Minifigure, Torso Assembly, Decor.",0
76382p0048,973pb1561c02,Torso Safety Vest with Reflective Crossed Stripes over Blue Shirt Pattern / Blue Arms / Light Bluish Gray Hands,"Minifigure, Torso Assembly, Decor.",0
76382p0049,973pb2785c01,"Torso Ninjago Robe with Gold Scarf and Diamonds, Green Sash and Emblem Pattern / Black Arms / Black Hands","Minifigure, Torso Assembly, Decor.",0
76382p0050,973pb1415c02,"Torso Open Suit Jacket with White Shirt, Dark Red Tie and Reddish Brown Belt Pattern / Sand Blue Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
76382p0051,973pb0660c03,"Torso Clown Outfit with Medium Blue Suspenders, Red Pom-Poms and Bow Tie, White Polka Dots Pattern / Red Arm Left / Yellow Arm Right / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
76382p01,973p01c01,Torso with Vertical Thick Red Stripe and Thin Blue Stripes Pattern / Blue Arms / Yellow Hands,"Minifigure, Torso Assembly, Decor.",0
76382p02,973p02c01,Torso with Vertical Thick Blue Stripe and Thin Red Stripes Pattern / White Arms / Yellow Hands,"Minifigure, Torso Assembly, Decor.",0
76382p03,973p03c01,"Torso Town Vest with 4 Buttons, White Shirt Collar Pattern (1592 patron) / White Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
76382p04,973px189c01,"Torso Airplane Pilot, Suit Double Breasted, Tie, Gold Buttons and Logo Pin Pattern / Black Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
76382p05,973pb0049c01,"Torso Boat Captain, Suit Double Breasted and Gold Anchor Logo Pattern / Black Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
76382p06,973pb0069c01,Torso Vest with Pockets and Buttons over Blue Shirt Pattern / Blue Arms / Yellow Hands,"Minifigure, Torso Assembly, Decor.",0
76382p07,973px63c01,Torso Train Jacket and Red Scarf Pattern / Blue Arms / Yellow Hands,"Minifigure, Torso Assembly, Decor.",0
76382p08,973px51c01,Torso Divers Submarine Logo and Gauges Pattern / Red Arms / Black Hands,"Minifigure, Torso Assembly, Decor.",0
76382p09,973p09c01,Torso Black Anchor Logo Pattern / White Arms / Yellow Hands,"Minifigure, Torso Assembly, Decor.",0
76382p0a,973p0ac02,Torso Jacket with White Zippers and Neck Pattern / Black Arms / Yellow Hands,"Minifigure, Torso Assembly, Decor.",0
76382p0b,973p0bc01,Torso Jacket with Black Zippers and Neck Pattern / White Arms / Yellow Hands,"Minifigure, Torso Assembly, Decor.",0
76382p0c,973pb3513c01,Torso with Dark Blue Capital Letter V (Vestas Logo) Pattern / White Arms / Yellow Hands,"Minifigure, Torso Assembly, Decor.",0
76382p0d,973pb4061c01,"Torso Green Scalloped Collar with Gold Trim and Bells, Black Belt with Gold Buckle Pattern / Bright Green Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
76382p0e,973pb0900c01,Torso Overalls Sand Blue with Wheat Spike in Pocket Pattern / White Arms / Yellow Hands,"Minifigure, Torso Assembly, Decor.",0
76382p0f,973pb1734c01,"Torso Police 3 Zippers, Minifigure Head Badge, Radio and Belt Pattern (Pattern on Front and Back) / Black Arms / Dark Bluish Gray Hands","Minifigure, Torso Assembly, Decor.",0
76382p0g,973pb0985c01,"Torso Shirt Button Down with Pockets, Radio, Badge and Dark Brown Belt Pattern / Dark Tan Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
76382p0h,973pb0040c01,"Torso Rescue Coast Guard Logo, ID Badge, Red Collar, Zipper Pattern / White Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
76382p0i,973pb0041c01,"Torso Rescue Coast Guard Logo, Red Tie, Suit Buttons Pattern / Light Gray Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
76382p0j,973pb2344c01,Torso Hooded Sweatshirt Open with Dark Purple Shirt with Silver Star Pattern / Bright Light Blue Arms / Yellow Hands,"Minifigure, Torso Assembly, Decor.",0
76382p0k,973pb2341c01,"Torso Female Open Jacket with 4 Buttons, Silver Pendant Necklace, Lavender Shirt Pattern / Medium Lavender Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
76382p0l,973pb2148c01,"Torso Plaid Jacket with Bright Light Blue Hem and Collar and Light Bluish Gray Buttons over White Shirt, Yellow Neck Pattern / Dark Azure Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
76382p0m,973pb0895c01,"Torso Female Suit Jacket with Pinstripes and Buttons, Gold Necklace, Black Shirt, and Press Pass Badge Pattern / Red Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
76382p0n,973pb2828c01,"Torso Female Leather Jacket Open with Pockets and Silver Buttons and Zipper over Shirt with White Stripes, Yellow Neck Pattern / Black Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
76382p0o,973pb5038c01,Torso Dark Orange Overalls with Green Sprout with 2 Leaves on White Circle Pattern / Dark Turquoise Arms / Yellow Hands,"Minifigure, Torso Assembly, Decor.",0
76382p0p,973pb0031c01,"Torso Airplane Crew Female, Pocket, Pen, Scarf and Logo Pattern / Blue Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
76382p0q,973px168c01,"Torso Hospital EMT Star of Life, Open Collar, Pocket Pen Pattern / White Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
76382p0r,973pb2505c01,"Torso Female Lab Coat Open with Pockets and ID Badge over Light Bluish Gray Button Up Shirt, Yellow Neck Pattern / White Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
76382p0s,973pb2430c01,"Torso Female Strapless Top with Light Nougat Neck, Curved Cut Across Back Pattern / Light Nougat Arms / Light Nougat Hands","Minifigure, Torso Assembly, Decor.",0
76382p0t,973pb2431c01,"Torso Jacket Formal with White Vest, White Shirt and Large Yellow Bow Tie Pattern / Black Arms / White Hands","Minifigure, Torso Assembly, Decor.",0
76382p0u,973pb2053c01,"Torso Leather Vest Zipper Pockets, Light Bluish Gray Button Down Shirt, Knife on Reverse Pattern / Light Bluish Gray Arms / Light Nougat Hands","Minifigure, Torso Assembly, Decor.",0
76382p0v,973pb0009c02,Torso Train Blue Striped Overalls Pattern / White Arms / Dark Bluish Gray Hands,"Minifigure, Torso Assembly, Decor.",0
76382p0w,973pb0980c01,Torso Female Outline and Gold Trim and Belt Low Cut Pattern (Wonder Woman) / Light Nougat Arms / Light Nougat Hands,"Minifigure, Torso Assembly, Decor.",0
